Reading PCAP data...

Generated CSV file from ../demo-muteeb.pcap...

Merged common columns in dataset...

Dataset preprocess completed...

Accuracy...

Logistic_Regression_Model           6.77%
Naive_Bayes                         32.28%
Gradient_Boosting_Classifier_Model  56.73%
Decision_Tree_Classifier_Model      71.9%
K_Neighbors_Classifier_Model        23.24%
Random_Forest_Classifier_Model      77.77%

Prediction...

Packet Time                  Logistic_Regression          Naive_Bayes                  Gradient_Boosting_Classifier Decision_Tree_Classifier     K_Neighbors_Classifier       Random_Forest_Classifier     Actual Packet Protocol      
1027-1645977865.029236       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1028-1645977865.029238       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1029-1645977865.02924        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1030-1645977865.029243       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1031-1645977865.029248       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1032-1645977865.029251       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1033-1645977865.029405       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1034-1645977865.032815       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1035-1645977865.041289       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1036-1645977865.071347       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1037-1645977865.071348       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1038-1645977865.071349       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1039-1645977865.071349       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1040-1645977865.075131       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1041-1645977865.080736       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1042-1645977865.080737       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1043-1645977865.080739       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1044-1645977865.084806       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1045-1645977865.08481        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1046-1645977865.084813       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1047-1645977865.084815       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1048-1645977865.084817       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1049-1645977865.084819       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1050-1645977865.084822       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1051-1645977865.084825       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1052-1645977865.084828       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1053-1645977865.08483        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1054-1645977865.084832       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1055-1645977865.084835       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1056-1645977865.084837       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1057-1645977865.08557        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1058-1645977865.085571       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1059-1645977865.090628       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1060-1645977865.090629       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1061-1645977865.090755       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1062-1645977865.095683       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1063-1645977865.095684       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1064-1645977865.10116        quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1065-1645977865.101161       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1066-1645977865.105695       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1067-1645977865.106382       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1068-1645977865.106383       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1069-1645977865.106383       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1070-1645977865.111901       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1071-1645977865.111901       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1072-1645977865.111903       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1073-1645977865.117031       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1074-1645977865.117032       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1075-1645977865.126117       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1076-1645977865.126118       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1077-1645977865.131193       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1078-1645977865.131194       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1079-1645977865.132452       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1080-1645977865.134244       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1081-1645977865.134519       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1082-1645977865.134759       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1083-1645977865.135195       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1084-1645977865.135492       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1085-1645977865.135492       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1086-1645977865.135917       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1087-1645977865.135918       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1088-1645977865.13592        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1089-1645977865.13592        quic                         non-quic                     non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1090-1645977865.136004       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1091-1645977865.136738       quic                         non-quic                     non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1092-1645977865.136739       quic                         non-quic                     non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1093-1645977865.136789       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1094-1645977865.137105       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1095-1645977865.138018       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1096-1645977865.139782       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1097-1645977865.141082       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1098-1645977865.159523       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1099-1645977865.161255       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1100-1645977865.164423       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1101-1645977865.166379       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1102-1645977865.16638        quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1103-1645977865.172549       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1104-1645977865.179026       quic                         non-quic                     non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1105-1645977865.179135       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1106-1645977865.179141       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1107-1645977865.179143       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1108-1645977865.179146       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1109-1645977865.179149       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1110-1645977865.179151       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1111-1645977865.179154       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1112-1645977865.179156       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1113-1645977865.179158       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1114-1645977865.17916        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1115-1645977865.179163       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1116-1645977865.179297       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1117-1645977865.191416       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1118-1645977865.218819       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1119-1645977865.22004        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1120-1645977865.22085        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1121-1645977865.22153        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1122-1645977865.221531       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1123-1645977865.221531       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1124-1645977865.229085       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1125-1645977865.229093       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1126-1645977865.229096       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1127-1645977865.229098       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1128-1645977865.229099       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1129-1645977865.229101       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1130-1645977865.229103       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1131-1645977865.229106       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1132-1645977865.229108       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1133-1645977865.22911        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1134-1645977865.229112       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1135-1645977865.229242       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1136-1645977865.24591        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1137-1645977865.269796       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1138-1645977865.271096       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1139-1645977865.271689       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1140-1645977865.27169        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1141-1645977865.27169        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1142-1645977865.271993       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1143-1645977865.271993       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1144-1645977865.272336       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1145-1645977865.272337       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1146-1645977865.272337       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1147-1645977865.272532       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1148-1645977865.278241       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1149-1645977865.278242       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1150-1645977865.279156       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1151-1645977865.279179       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1152-1645977865.279184       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1153-1645977865.279187       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1154-1645977865.27919        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1155-1645977865.279192       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1156-1645977865.279195       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1157-1645977865.279197       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1158-1645977865.279199       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1159-1645977865.279202       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1160-1645977865.279204       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1161-1645977865.279207       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1162-1645977865.279335       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1163-1645977865.283449       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1164-1645977865.283451       quic                         non-quic                     quic                         quic                         non-quic                     non-quic                     non-quic                    
1165-1645977865.289454       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1166-1645977865.292587       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1167-1645977865.31308        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1168-1645977865.320877       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1169-1645977865.322899       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1170-1645977865.323138       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1171-1645977865.323138       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1172-1645977865.323342       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1173-1645977865.323645       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1174-1645977865.331253       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1175-1645977865.333535       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1176-1645977865.333536       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1177-1645977865.33528        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1178-1645977865.335285       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1179-1645977865.335287       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1180-1645977865.33529        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1181-1645977865.335292       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1182-1645977865.335294       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1183-1645977865.335296       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1184-1645977865.335297       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1185-1645977865.335299       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1186-1645977865.335301       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1187-1645977865.335303       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1188-1645977865.335377       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1189-1645977865.342743       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1190-1645977865.368707       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1191-1645977865.375897       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1192-1645977865.377687       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1193-1645977865.379083       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1194-1645977865.379389       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1195-1645977865.379794       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1196-1645977865.379795       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1197-1645977865.383394       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1198-1645977865.38842        quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1199-1645977865.414285       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1200-1645977865.430086       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1201-1645977865.430095       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1202-1645977865.430099       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1203-1645977865.430102       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1204-1645977865.430105       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1205-1645977865.430107       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1206-1645977865.430109       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1207-1645977865.430111       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1208-1645977865.430114       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1209-1645977865.430117       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1210-1645977865.430119       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1211-1645977865.430715       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1212-1645977865.442861       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1213-1645977865.472664       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1214-1645977865.474988       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1215-1645977865.475735       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1216-1645977865.476259       quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1217-1645977865.47626        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1218-1645977865.47626        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
1219-1645977865.477221       quic                         non-quic                     quic                         non-quic                     non-quic                     non-quic                     non-quic                    
1220-1645977865.47918        quic                         quic                         non-quic                     non-quic                     quic                         non-quic                     non-quic                    
